location_name,watershed_name,rainfall(mm),Lat_DD,Lon_DD,date,year,UTM_Easting,UTM_Northing,UTM_Zone
Bandungan,DAS Tuntang,16.5,-7.228841666666667,110.349875,2021-02-24,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,35.3,-7.228841666666667,110.349875,2021-02-25,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,0.0,-7.228841666666667,110.349875,2021-02-26,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,17.2,-7.228841666666667,110.349875,2021-02-27,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,1.2,-7.228841666666667,110.349875,2021-02-28,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,41.5,-7.228841666666667,110.349875,2021-03-02,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,10.6,-7.228841666666667,110.349875,2021-03-04,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,25.2,-7.228841666666667,110.349875,2021-03-06,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,36.5,-7.228841666666667,110.349875,2021-03-07,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,57.2,-7.228841666666667,110.349875,2021-03-08,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,65.3,-7.228841666666667,110.349875,2021-03-11,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,25.7,-7.228841666666667,110.349875,2021-03-12,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,6.4,-7.228841666666667,110.349875,2021-03-13,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,8.9,-7.228841666666667,110.349875,2021-03-14,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,35.4,-7.228841666666667,110.349875,2021-03-16,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,32.4,-7.228841666666667,110.349875,2021-03-17,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,13.9,-7.228841666666667,110.349875,2021-03-18,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,18.2,-7.228841666666667,110.349875,2021-03-21,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,4.0,-7.228841666666667,110.349875,2021-03-22,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,29.3,-7.228841666666667,110.349875,2021-03-23,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,2.5,-7.228841666666667,110.349875,2021-03-24,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,4.2,-7.228841666666667,110.349875,2021-03-25,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,1.2,-7.228841666666667,110.349875,2021-03-26,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,32.5,-7.228841666666667,110.349875,2021-03-27,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,2.1,-7.228841666666667,110.349875,2021-03-28,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,0.0,-7.228841666666667,110.349875,2021-03-29,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,3.1,-7.228841666666667,110.349875,2021-03-30,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,118.4,-7.228841666666667,110.349875,2021-04-01,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,24.7,-7.228841666666667,110.349875,2021-04-07,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,117.3,-7.228841666666667,110.349875,2021-04-08,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,18.8,-7.228841666666667,110.349875,2021-04-11,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,1.4,-7.228841666666667,110.349875,2021-04-13,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,1.3,-7.228841666666667,110.349875,2021-04-14,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,3.5,-7.228841666666667,110.349875,2021-04-17,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,2.6,-7.228841666666667,110.349875,2021-04-18,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,1.0,-7.228841666666667,110.349875,2021-04-19,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,81.0,-7.228841666666667,110.349875,2021-04-23,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,4.0,-7.228841666666667,110.349875,2021-04-25,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,2.0,-7.228841666666667,110.349875,2021-04-29,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,0.0,-7.228841666666667,110.349875,2021-05-01,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,1.5,-7.228841666666667,110.349875,2021-05-05,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,13.2,-7.228841666666667,110.349875,2021-05-06,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,1.0,-7.228841666666667,110.349875,2021-05-07,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,4.0,-7.228841666666667,110.349875,2021-05-15,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,6.0,-7.228841666666667,110.349875,2021-05-16,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,16.5,-7.228841666666667,110.349875,2021-05-17,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,23.0,-7.228841666666667,110.349875,2021-05-18,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,3.5,-7.228841666666667,110.349875,2021-05-20,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,2.5,-7.228841666666667,110.349875,2021-05-21,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,0.0,-7.228841666666667,110.349875,2021-05-22,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,2.0,-7.228841666666667,110.349875,2021-05-23,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,64.5,-7.228841666666667,110.349875,2021-05-24,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,10.5,-7.228841666666667,110.349875,2021-05-25,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,0.0,-7.228841666666667,110.349875,2021-05-26,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,2.0,-7.228841666666667,110.349875,2021-05-28,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,26.0,-7.228841666666667,110.349875,2021-05-29,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,4.0,-7.228841666666667,110.349875,2021-05-31,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,13.4,-7.228841666666667,110.349875,2021-06-01,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,1.0,-7.228841666666667,110.349875,2021-06-02,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,9.0,-7.228841666666667,110.349875,2021-06-03,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,7.5,-7.228841666666667,110.349875,2021-06-06,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,4.0,-7.228841666666667,110.349875,2021-06-10,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,11.0,-7.228841666666667,110.349875,2021-06-11,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,6.0,-7.228841666666667,110.349875,2021-06-12,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,8.0,-7.228841666666667,110.349875,2021-06-15,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,10.5,-7.228841666666667,110.349875,2021-06-16,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,6.0,-7.228841666666667,110.349875,2021-06-17,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,26.5,-7.228841666666667,110.349875,2021-06-18,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,6.0,-7.228841666666667,110.349875,2021-06-19,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,0.0,-7.228841666666667,110.349875,2021-06-20,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,32.0,-7.228841666666667,110.349875,2021-06-21,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,18.5,-7.228841666666667,110.349875,2021-06-22,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,37.5,-7.228841666666667,110.349875,2021-06-23,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,22.5,-7.228841666666667,110.349875,2021-06-24,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,0.0,-7.228841666666667,110.349875,2021-06-25,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,8.0,-7.228841666666667,110.349875,2021-06-26,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,6.0,-7.228841666666667,110.349875,2021-06-27,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,33.0,-7.228841666666667,110.349875,2021-06-28,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,44.0,-7.228841666666667,110.349875,2021-07-09,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,1.0,-7.228841666666667,110.349875,2021-07-14,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,0.0,-7.228841666666667,110.349875,2021-07-20,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,1.0,-7.228841666666667,110.349875,2021-07-31,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,0.0,-7.228841666666667,110.349875,2021-08-01,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,1.5,-7.228841666666667,110.349875,2021-08-08,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,7.0,-7.228841666666667,110.349875,2021-08-09,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,20.5,-7.228841666666667,110.349875,2021-08-13,2021,428227.0758595702,9200902.11708098,49S
Bandungan,DAS Tuntang,0.0,-7.228841666666667,110.349875,2021-08-14,2021,428227.0758595702,9200902.11708098,49S
